Name,flt,lds,alds,strpk,nrg,flu,entr,danc,bpm,ptch,mfcc1,mfcc2,mfcc3,mfcc4
HERIDA - BRENDA K. STARR-Ig8fCCojVuE-recortado.wav,0.826306233749634,-1.2341260962459206,0.17658233993449707,0.9972031973815629,-1.2012323304563148,-0.498328306225369,0.31152833246960804,0.3198706910424613,1.910776507030838,1.0405733316335541,0.21950722832595504,0.9970619038138713,-2.5062443820708573,1.0081553705636184
Homenaje a los Embajadores #viejotecacalipachanguero-03U86Sl5LbA-recortado.wav,0.5163488728336374,0.4945502554512859,0.9265421209907697,0.49887704154381224,0.790427018494951,0.5664651491935381,0.5955907065569588,0.6165356423018639,-1.2826139293382712,-0.8571617388602135,0.7141498770731814,0.48987765139771794,-0.5210825642375276,0.7399090268572449
hoy quiero confesar - jose alberto el canario-0j7b8BwJ300-recortado.wav,0.2306217708121339,-0.23860746966745836,0.5012768720044661,0.6033141185589035,-1.5485346899201458,-1.1383579416994243,0.7275998971507235,0.27076681076247816,-0.548779558502444,0.8436242114184199,0.5836099927845704,0.18912097516194964,-1.6781774453783975,0.49642545018416023
Huracan - Choco Orta (Gunda Merced) DJ JUANCHO 2015-gYOtC6H37dc-recortado.wav,0.46843487785329063,0.6577414079496006,0.8780817787993102,0.4918454873709079,0.378828431272386,-0.22917054780296764,0.5272536164053245,0.5815999590151621,-0.7730022113492926,-0.9029840051975799,0.6239285297494453,0.5289011813018164,-0.37326832834220813,0.6179010901622213
I Just Want to Hang Around You - La India Letra (Lyrics)-DTte_AfHVG8-recortado.wav,0.49836908139101355,-0.6866438106998803,0.5308834373988925,0.6112069809713745,0.034893697321151496,0.005400624567930453,0.46912935824202023,0.2929539899901643,1.4688089951099237,-0.3836245494987177,0.5172380748165903,0.536343628177895,0.44952679378394766,0.5693654101883705
IDILIO - WILLIE COLON (LYRICS)-_TV4LuFEHYs-recortado.wav,0.2824261059427121,0.4910737151889657,0.7271361726334087,0.3210353979796157,-1.6978440151024545,-1.0932759043889433,0.7471791878193281,0.3973653796556006,-1.6129308626897891,0.775125205481446,0.5743377174199846,0.21740971697128333,-0.13599207310404784,0.7318786304226509
Idilio - Willie Colón Letra-Vv2JrwBdPpU-recortado.wav,0.29948462857295943,-1.0057115972775523,0.8250823079979619,0.26543781990280385,-0.9688487434459032,-0.5123606993204998,0.5943844408355063,0.4800015844318433,-1.6380578442502651,0.5188821323671633,0.5687750109594565,0.48564505583363404,-0.2762986160101245,0.6901321762924852
idilio de amor - willie colon-B8zR_b8kYDg-recortado.wav,0.33532126386810474,-0.37850595786538643,0.903813398877404,0.2731919075472017,-0.4418489870651565,-0.12353325401014106,0.5882270682135671,0.6067863232051731,-1.6302592855022993,0.1506653803062665,0.6022422090311801,0.5073478818472725,0.001999085912104385,0.6337026134536342
India & Tito Nieves - No Me Conviene-Od6gIwDb8uI-recortado.wav,0.3601820391086368,0.04052181823115539,0.7300592916792573,0.5927024585130529,-0.8003163720171227,-0.001084670159680396,0.5515776611382923,0.3881371787859594,1.4248115028489214,1.1162047296594393,0.5834374488037178,0.3378446905384508,-1.822969714765318,0.4665315436891594
INDIA - Estupida (Official Video HD)-w6AkIn7wPNY-recortado.wav,0.22466730314520786,-2.802928815988397,0.8357571165088833,0.8917743417459232,-0.9467507880789447,-0.4272915695845775,0.5793021719346011,0.6820673417363761,1.7495366171743938,0.6684234006190117,0.6394858653035034,0.4099155488656688,-1.1748082824782082,0.7155097629448824
INDIA~Que ganas de no Verte nunca mas-Go_Vo9Hf_Xs-recortado.wav,0.3958288963808863,-2.241127306767259,0.7966659327170013,0.31680154174988134,-1.188148329903023,-0.5762221491400052,0.5089979240074723,0.4859239907478671,1.1247809706894119,0.7531318343888188,0.4367834262410463,0.5346709040893534,-0.3073907045599766,0.59308965493848
Ismael Rivera - Negro Bembon-AHlUnpcUJwM-recortado.wav,0.3323826925696442,-0.3803965760122154,0.6783255815298155,0.5851709836901948,-1.0679837488434802,-0.6618510242582618,0.6304128837693608,0.4094609115554959,-1.6941983820666664,0.9280827066620344,0.5784539428427917,0.3681604204771116,-0.7628665457889361,0.48255372715500217
ISMAEL RIVERA- EL INCOMPRENDIDO-OtDuhf9Y9zU-recortado.wav,0.4948684639663723,-0.6879346233088295,0.6473183372127082,0.8838597946968885,-0.8853803863885554,-0.919810720269474,0.38254147589180887,0.4320792728207446,-0.905105349588714,0.7385207939112954,0.4146116513857564,0.6158704277722601,-1.3042370420597653,0.4209313711272496
Ismael Rivera---------Dime Porque-sLXhj8J9fmA-recortado.wav,0.46546985132352764,-0.6087994156936701,0.6534875826344851,0.6734061842245044,-1.0018104089021556,-0.5474024728407312,0.502776032095083,0.472096252415007,-0.9461713378978129,0.9917865505330788,0.4927814223998772,0.536563964014853,-1.0375411887240193,0.3452838838231917
Jardin Prohibido - Alex Bueno Letra-MvLn21hbn-k-recortado.wav,0.497692760326315,-1.3115805528786924,0.8000842648080629,0.557455186728192,-0.5055290516060297,-0.6962631968935342,0.5191067628778617,0.6329874706798445,0.9795521541473433,-0.6702979429800319,0.5415459492222064,0.43375284655899765,0.8642152376399653,0.5953479700816744
